 Absolute load value (%), Absolute throttle position (%), Ambient air temperature (F), Barometric pressure (inHg), Calculated load value (%), Commanded fuel rail pressure A (inHg), Engine coolant temperature (F), Engine RPM (RPM), Fuel level input (%), Fuel rail pressure (psi), Fuel/Air commanded equivalence ratio, Ignition timing advance for #1 cylinder (deg), Intake air temperature (F), Intake manifold absolute pressure (inHg), Long term fuel % trim - Bank 1 (%), Mass air flow rate (lb/min), Vehicle speed (MPH), Fuel rate (gal/hr), Instant fuel economy (MPG), Total fuel economy (MPG)
27.84314,12.94118,62.6,29.8254,44.31372,1337.714,181.4,709,78.03922,691.83,0.9952455,0.5,71.6,15.94625,8.59375,0.426006,0,0.2842734,0,31.43142
27.05882,12.94118,62.6,29.8254,41.96078,1257.982,181.4,716,78.03922,597.5555,0.9952455,0,71.6,15.35565,7.8125,0.37044,1.864114,0.2471942,7.541089,31.42582
26.66667,12.94118,62.6,29.8254,38.43137,1181.204,181.4,841.5,78.03922,593.2043,0.994971,14,71.6,16.24155,7.8125,0.473634,2.485485,0.3160555,7.864078,31.42033
30.19608,16.07843,62.6,29.8254,37.64706,1497.176,181.4,1221.75,78.03922,716.4865,0.9934765,36,71.6,22.73818,7.8125,0.752787,3.106856,0.5024726,6.183136,31.40869
30.58824,18.82353,62.6,29.8254,41.56863,1872.208,181.4,1495.5,78.03922,949.9972,0.992104,31.5,69.8,26.28179,7.8125,0.844074,5.592341,0.5642526,9.911058,31.39831
35.29412,19.21569,62.6,29.8254,40,1822.007,181.4,1751.5,78.03922,876.028,0.987163,14.5,69.8,24.21468,7.8125,1.266111,8.077826,0.8475499,9.530797,31.37962
38.03922,17.2549,62.6,29.8254,42.35294,1730.464,181.4,1255,78.03922,825.2647,0.987468,28.5,69.8,24.50998,7.8125,1.29654,9.941939,0.8722636,11.39786,31.36477
32.54902,16.86275,62.6,29.8254,38.82353,1618.25,181.4,1334.25,78.03922,786.1046,0.987224,35.5,69.8,23.91938,7.8125,0.953883,11.80605,0.6415386,18.40272,31.35791
35.68628,19.21569,62.6,29.8254,41.17647,1845.631,183.2,1465.5,70.98039,935.4934,0.9859735,36.5,69.8,24.50998,7.8125,1.225098,13.04879,0.8241491,15.83305,31.34664
36.07843,18.82353,62.6,29.8254,40.78431,1833.819,183.2,1586.75,70.98039,890.5317,0.9868885,38.5,69.8,24.50998,7.8125,1.215837,14.29154,0.8189564,17.45091,31.33655
39.21569,23.13725,62.6,29.8254,48.23529,2264.959,183.2,1770.25,70.98039,1331.446,0.9884745,24.5,69.8,27.75829,7.8125,1.621998,15.53428,1.091523,14.23175,31.32325
78.82353,30.98039,62.6,29.8254,90.58823,2888.044,183.2,1405,70.98039,1361.904,0.993995,3,69.8,28.05359,7.8125,3.030993,17.39839,2.036433,8.543563,31.28502
61.56863,23.13725,62.6,29.8254,61.17647,2575.025,183.2,1463,70.98039,1163.203,0.9953065,18,68,25.39589,7.8125,2.380077,19.88388,1.590221,12.50385,31.25983
38.03922,21.17647,62.6,29.8254,42.7451,1940.128,183.2,1522,70.98039,925.3408,0.990518,29.5,68,23.62408,7.8125,1.275372,20.50525,0.8510023,24.09541,31.25555
30.58824,16.86275,62.6,29.8254,34.90196,1529.659,183.2,1608.25,70.98039,746.9443,0.9926225,18,68,22.14758,7.8125,0.72765,21.74799,0.4878775,44.57674,31.25993
37.2549,20,62.6,29.8254,43.92157,1827.913,183.2,1205.25,70.98039,949.9972,0.9908535,31,68,26.57709,7.8125,1.869399,22.36936,1.250744,17.88484,31.2472
38.03922,22.7451,62.6,29.8254,54.90196,2371.267,183.2,1231.5,70.98039,1271.981,0.992165,10,68,27.46299,7.8125,1.046493,23.6121,0.7014191,33.66334,31.24838
63.92157,24.31373,62.6,29.8254,74.90196,2557.307,183.2,1279,70.98039,1261.828,0.9951845,10,68,26.57709,7.8125,1.917027,24.85485,1.283202,19.3694,31.23636
56.47059,23.52941,62.6,29.8254,65.88235,2539.589,183.2,1320.25,70.98039,1118.241,0.993568,17,68,25.98649,7.8125,1.788696,26.09759,1.193668,21.86335,31.22814
33.72549,18.82353,62.6,29.8254,39.21569,1606.438,183.2,1346.5,70.98039,722.288,0.9911585,37.5,68,16.83216,7.8125,1.0584,27.34033,0.7074617,38.64567,31.23269
21.56863,12.94118,62.6,29.8254,22.7451,885.903,183.2,1344.5,70.98039,433.6628,0.994361,38.5,68,7.973127,7.8125,0.439236,27.9617,0.2943103,95.00755,31.24666
10.98039,11.76471,62.6,29.8254,14.11765,885.903,183.2,1313.5,70.98039,459.7696,1.000003,36.5,68,5.610719,8.59375,0.297675,27.34033,0.1988149,137.5165,31.26547
10.58823,11.37255,62.6,29.8254,12.54902,885.903,183.2,1200.75,70.98039,478.6245,1.000003,35,68,5.610719,8.59375,0.257985,26.71896,0.171334,155.9466,31.28235
10.19608,11.37255,62.6,29.8254,12.94118,885.903,183.2,1064,70.98039,493.1283,1.000003,34,68,5.90602,8.59375,0.226233,24.23348,0.1502468,161.2912,31.29902
10.19608,10.98039,62.6,29.8254,13.72549,885.903,183.2,1130.75,70.98039,503.2809,1.000003,37,69.8,5.90602,8.59375,0.210357,21.12662,0.1397031,151.2251,31.312
10.58823,10.98039,62.6,29.8254,13.72549,885.903,183.2,960.5,70.98039,519.2351,1.000003,31,69.8,6.201321,8.59375,0.226233,16.15565,0.1502468,107.5275,31.32178
11.37255,12.94118,62.6,29.8254,18.43137,885.903,183.2,817,70.98039,414.8079,1.000003,-2.5,69.8,9.744933,8.59375,0.177282,12.42742,0.1177372,105.5522,31.32907
18.03922,11.76471,62.6,29.8254,28.23529,885.903,183.2,652.25,70.98039,424.9606,0.9055755,13,69.8,12.40264,8.59375,0.354564,9.941939,0.2354745,42.22088,31.33124
21.56863,10.58823,62.6,29.8254,33.72549,933.1512,183.2,654,89.41177,449.617,0.905667,5,69.8,12.40264,8.59375,0.429975,8.077826,0.3153329,25.61682,31.32983
20.78431,12.54902,62.6,29.8254,34.11765,1012.882,183.2,694.5,89.41177,509.0825,0.9055755,3.5,69.8,13.28854,7.8125,0.373086,5.592341,0.2735842,20.44102,31.32712
28.62745,14.90196,62.6,29.8254,37.2549,1337.714,183.2,998.25,89.41177,691.83,0.9047825,23.5,69.8,18.30866,7.8125,0.931392,5.592341,0.6830595,8.187195,31.31536
27.05882,15.29412,62.6,29.8254,34.90196,1314.089,183.2,1116.25,89.41177,628.0134,0.903654,17.5,69.8,17.42276,7.8125,0.758079,6.213712,0.5564433,11.16684,31.30631
19.60784,9.411765,62.6,29.8254,24.31373,927.2451,183.2,814,89.41177,498.9298,0.905118,-3.5,69.8,10.92614,8.59375,0.179928,7.456454,0.1322353,56.38779,31.30915
16.86275,12.15686,62.6,29.8254,27.05882,885.903,183.2,684.75,89.41177,459.7696,0.9056975,0.5,69.8,10.63084,8.59375,0.223587,7.456454,0.164056,45.45068,31.3111
15.29412,11.37255,62.6,29.8254,24.31373,885.903,183.2,661.25,89.41177,424.9606,0.905484,9.5,69.8,10.04023,8.59375,0.276507,7.456454,0.202756,36.77551,31.31183
16.07843,12.54902,62.6,29.8254,32.54902,1001.07,183.2,645,89.41177,498.9298,0.9054535,3,69.8,14.17445,8.59375,0.298998,6.835083,0.2192998,31.16776,31.31165
23.92157,12.94118,62.6,29.8254,39.21569,1154.627,183.2,657,89.41177,593.2043,0.9964655,0,71.6,14.46975,8.59375,0.452466,4.349598,0.3318719,13.10626,31.30702
22.7451,16.47059,62.6,29.8254,52.15686,1916.504,183.2,1043.75,89.41177,890.5317,0.9965265,23.5,71.6,23.62408,7.8125,0.338688,3.106856,0.2257295,13.76363,31.3037
39.60784,23.92157,62.6,29.8254,47.05882,2152.744,183.2,1568.25,63.92157,1093.585,0.9928055,26,71.6,26.87239,7.8125,1.303155,4.349598,0.8684762,5.008311,31.2857
47.05882,27.84314,62.6,29.8254,51.76471,2524.823,183.2,1697.25,63.92157,1480.835,0.9942695,2,71.6,27.16769,7.8125,1.943487,8.077826,1.300074,6.213357,31.25811
77.25491,28.62745,62.6,29.8254,84.31373,3449.116,183.2,1678.5,63.92157,1688.239,0.996069,6,69.8,28.05359,7.8125,2.902662,11.18468,1.938845,5.768735,31.21855
79.21568,32.54902,62.6,29.8254,91.37255,3517.035,183.2,1701.25,63.92157,1812.972,0.995581,4.5,69.8,28.6442,7.8125,3.349836,14.29154,2.233494,6.398736,31.17105
73.33334,29.41176,62.6,29.8254,75.29412,4140.12,183.2,2073.5,63.92157,1897.094,0.9950015,16,69.8,25.10059,7.8125,3.565485,18.01976,2.378443,7.576287,31.12682
62.7451,27.45098,62.6,29.8254,64.31373,3694.216,183.2,2444.5,63.92157,1856.483,0.99247,19,69.8,25.69119,7.8125,3.495366,21.74799,2.333026,9.321795,31.07448
72.54902,34.90196,62.6,30.1207,85.88235,4411.797,183.2,1997,63.92157,2114.65,0.9923785,5,68,29.8254,7.8125,4.126437,24.85485,2.761268,9.001245,31.01702
89.41177,46.27451,62.6,30.1207,98.43137,4429.515,183.2,2175.25,63.92157,2145.108,0.9935375,4.5,68,29.2348,7.8125,4.338117,28.58307,2.903184,9.845423,30.95854
83.52941,32.54902,62.6,30.1207,84.70588,4429.515,183.2,2350,63.92157,2208.925,0.9914025,9.5,68,24.80528,7.8125,4.832919,31.06856,3.230546,9.617124,30.90925
64.31373,30.58824,62.6,30.1207,87.05882,4429.515,183.2,1804,63.92157,1847.781,0.9912195,4.5,68,29.2348,7.8125,3.933279,34.17542,2.634847,12.97055,30.86636
85.88235,41.17647,62.6,30.1207,94.11765,3871.396,183.2,1820.5,74.5098,1390.912,0.993629,17.5,68,26.87239,7.8125,4.324887,36.03953,2.897715,12.43723,30.82335
38.43137,20.78431,62.6,30.1207,39.60784,1934.222,183.2,1876.25,74.5098,939.8445,0.9915855,39,68,27.46299,7.8125,2.096955,37.90364,1.401572,27.04366,30.81224
46.66667,23.13725,62.6,30.1207,51.76471,2238.382,183.2,1367.25,74.5098,1083.432,0.99186,29,68,27.75829,7.8125,1.897182,38.52501,1.27066,30.31889,30.81338
42.35294,22.35294,62.6,30.1207,49.80392,2170.462,183.2,1374,74.5098,1034.119,0.9914025,21,68,26.87239,7.8125,1.463238,39.14639,0.97975,39.95548,30.82393
28.62745,10.58823,62.6,30.1207,30.19608,992.2114,183.2,1358.25,74.5098,439.4644,0.990701,35,68,9.449632,7.8125,0.762048,39.14639,0.510485,76.68469,30.84973
11.76471,11.76471,62.6,30.1207,12.94118,885.903,183.2,1290.75,74.5098,459.7696,1.000003,36,68,5.610719,8.59375,0.256662,39.14639,0.1720559,227.5213,30.88227
10.19608,11.37255,62.6,30.1207,12.54902,885.903,183.2,1223.75,74.5098,478.6245,1.000003,35,68,5.610719,8.59375,0.25137,38.52501,0.1669408,230.7704,30.91231
10.19608,11.37255,62.6,30.1207,13.33333,885.903,183.2,1132.75,74.5098,498.9298,1.000003,35,68,5.90602,8.59375,0.226233,35.41816,0.1502468,235.7333,30.9432
10.98039,11.76471,62.6,30.1207,12.54902,885.903,183.2,1358,74.5098,513.4336,1.000003,35.5,69.8,5.020117,7.8125,0.201096,31.06856,0.1335527,232.6315,30.97152
13.33333,15.29412,62.6,30.1207,19.60784,939.0572,183.2,1396.75,74.5098,484.4261,0.9052095,35.5,69.8,20.67107,7.8125,0.836136,28.58307,0.555298,51.4734,30.98427
56.86274,29.41176,62.6,30.1207,86.66666,2917.574,183.2,1500.5,78.03922,1470.683,0.9020375,2.5,69.8,29.2348,7.8125,1.873368,28.58307,1.374436,20.79621,30.96762
86.27451,41.96078,62.6,30.1207,98.43137,3224.687,183.2,1597.25,78.03922,1649.079,0.9883525,2.5,69.8,30.1207,7.8125,4.007367,31.06856,2.950429,10.53018,30.90326
85.4902,45.4902,62.6,30.1207,79.60784,3257.17,183.2,1692.75,78.03922,1380.759,0.996984,19.5,68,26.57709,7.8125,4.490262,33.55404,3.017244,11.12076,30.85774
52.54902,25.4902,62.6,30.1207,60.39216,2740.393,183.2,1777,78.03922,1282.134,0.9935375,20,68,26.28179,7.8125,2.295405,35.41816,1.52905,23.1635,30.83524
32.94118,16.47059,62.6,30.1207,30.98039,1482.411,183.2,1686,78.03922,730.9902,0.992592,16,68,20.37577,7.8125,1.312416,36.6609,0.8772794,41.78931,30.85067
31.37255,17.64706,62.6,30.1207,37.64706,1683.216,183.2,1316.5,78.03922,810.7609,0.9916465,36.5,68,24.50998,7.8125,1.262142,36.6609,0.8444776,43.41252,30.86048
26.66667,16.47059,62.6,30.1207,32.54902,1275.7,183.2,1277.75,78.03922,622.2119,0.9933545,34.5,68,18.30866,7.8125,0.559629,36.6609,0.3747952,97.81583,30.88281
26.66667,15.68627,62.6,30.1207,32.15686,1317.042,183.2,1272,78.03922,761.4481,0.9934155,36,68,24.50998,7.8125,0.862596,36.6609,0.5767052,63.56957,30.89861
32.54902,17.64706,62.6,30.1207,38.82353,1588.719,183.2,1275.5,78.03922,781.7534,0.991128,36,68,24.80528,7.8125,1.055754,36.6609,0.7058014,51.94224,30.91117
33.72549,18.82353,62.6,30.1207,40.39216,1757.041,183.2,1284.25,78.03922,894.8828,0.991067,34.5,68,27.46299,7.8125,1.140426,36.6609,0.7641666,47.97501,30.92935
38.43137,21.96078,62.6,30.1207,46.27451,1969.658,185,1300,67.45098,944.1957,0.9912805,31.5,68,27.46299,7.8125,1.266111,37.28227,0.8484367,43.94231,30.94122
40,23.13725,62.6,30.1207,47.45098,1948.987,185,1305,67.45098,960.1498,0.991372,33.5,68,27.16769,7.8125,1.285956,37.90364,0.8615495,43.99474,30.95137
32.15686,12.15686,62.6,30.1207,32.94118,1275.7,185,1303,67.45098,552.5938,0.990823,36,68,14.76505,7.8125,0.825552,37.90364,0.5530424,68.53659,30.96815
23.13725,15.29412,62.6,30.1207,27.45098,1101.473,185,1304.75,67.45098,543.8915,0.994483,28,68,14.46975,4.6875,0.764694,37.90364,0.5125571,73.95008,30.98731
25.88235,18.43137,62.6,30.1207,32.54902,1423.351,185,1323,67.45098,845.57,0.994239,35,69.8,27.46299,4.6875,0.730296,37.90364,0.4876994,77.71927,31.00953
35.68628,20.39216,62.6,30.1207,42.35294,1819.054,185,1325,67.45098,919.5392,0.990884,23,69.8,25.69119,4.6875,1.231713,37.90364,0.8227529,46.06929,31.01998
35.68628,18.82353,62.6,30.1207,40.78431,1618.25,185,1310.75,67.45098,722.288,0.990945,34,69.8,14.46975,4.6875,1.197315,38.52501,0.8024838,48.00722,31.02966
20,14.5098,62.6,30.1207,23.52941,939.0572,185,1305.25,67.45098,459.7696,0.99552,38,69.8,12.69794,4.6875,0.693252,37.90364,0.464614,81.58094,31.05437
20.39216,14.5098,62.6,29.8254,24.31373,989.2584,185,1288,67.45098,484.4261,0.9953065,35,69.8,13.87915,4.6875,0.695898,37.90364,0.464244,81.64596,31.08494
21.56863,14.90196,62.6,30.1207,25.88235,1018.788,185,1279.75,67.45098,498.9298,0.9950015,32,69.8,14.46975,4.6875,0.668115,37.28227,0.4458051,83.62907,31.10879
18.82353,13.33333,62.6,30.1207,21.56863,909.5271,185,1267.25,89.41177,464.1208,0.995703,34,69.8,14.17445,4.6875,0.641655,36.6609,0.4282807,85.60017,31.12671
28.62745,19.21569,62.6,30.1207,36.86274,1582.813,185,1284.5,89.41177,791.9061,0.992226,36.5,69.8,24.50998,4.6875,1.215837,36.6609,0.810954,45.20713,31.13604
30.98039,17.64706,62.6,30.1207,38.03922,1603.484,185,1283.25,89.41177,781.7534,0.9909145,36,69.8,21.55697,4.6875,0.898317,36.6609,0.6012702,60.97242,31.14898
21.96078,14.90196,62.6,30.1207,26.27451,1021.741,185,1276.5,89.41177,498.9298,0.9947575,30,69.8,13.87915,4.6875,0.375732,37.28227,0.2518214,148.0504,31.17939
21.56863,14.90196,62.6,30.1207,25.88235,1015.835,185,1266.75,89.41177,493.1283,0.9949405,34,69.8,13.87915,4.6875,0.726327,36.6609,0.484915,75.60273,31.20186
21.56863,13.72549,62.6,30.1207,21.56863,885.903,185,1260.25,89.41177,459.7696,0.995032,40,69.8,9.449632,4.6875,0.683991,36.6609,0.4565664,80.29697,31.22037
17.2549,14.11765,62.6,30.1207,22.35294,912.4801,185,1247.75,89.41177,433.6628,0.9956725,37,69.8,14.17445,4.6875,0.911547,36.6609,0.6084049,60.2574,31.23724
32.94118,25.09804,62.6,29.8254,47.45098,2235.428,185,1285.75,89.41177,1302.439,0.9906095,5.5,69.8,28.6442,4.6875,2.216025,36.03953,1.478117,24.38205,31.22917
64.70588,39.21569,62.6,30.1207,58.82353,2341.737,185,1273.5,89.41177,1118.241,0.994666,7,69.8,20.08047,4.6875,2.374785,36.6609,1.592108,23.02664,31.22013
34.11765,25.88235,62.6,30.1207,63.52941,2583.884,185,1327.25,89.41177,1316.943,0.991006,12.5,69.8,28.9395,4.6875,1.551879,37.28227,1.036171,35.98082,31.22262
68.23529,27.84314,62.6,30.1207,84.31373,2672.474,183.2,1363.5,81.17647,1296.637,0.994239,1.5,68,29.2348,7.8125,2.173689,37.90364,1.456706,26.02011,31.21797
83.92157,38.82353,62.6,30.1207,97.64706,2769.923,183.2,1397,81.17647,1356.103,0.994605,-0.5,68,28.9395,7.8125,3.06936,39.14639,2.050254,19.09343,31.19132
69.01961,33.72549,62.6,30.1207,69.80392,2699.051,183.2,1421.5,81.17647,1216.867,0.9937815,18,68,26.57709,4.6875,2.021544,41.0105,1.349843,30.38168,31.18864
45.88235,23.52941,62.6,30.1207,53.72549,2394.891,183.2,1440.25,81.17647,1157.401,0.9925615,32,68,25.39589,4.6875,1.686825,41.0105,1.127275,36.38021,31.19466
33.72549,18.03922,62.6,30.1207,38.43137,1668.451,183.2,1435,81.17647,825.2647,0.9907315,38,68,24.80528,4.6875,1.115289,41.63187,0.7462437,55.78857,31.20987
41.17647,23.52941,62.6,30.1207,48.62745,2244.288,183.2,1453.5,81.17647,1113.89,0.9908535,30,68,27.46299,4.6875,1.74636,41.63187,1.170654,35.56292,31.21455
44.31372,23.13725,62.6,29.8254,50.58823,2335.831,183.2,1476.25,81.17647,1192.21,0.991982,28,68,28.05359,4.6875,1.551879,42.25324,1.040157,40.62197,31.21768
40,17.64706,62.6,30.1207,33.33333,1343.62,183.2,1471,81.17647,519.2351,0.9914025,39,68,12.99324,4.6875,1.426194,42.87461,0.9548287,44.90294,31.23669
15.29412,12.15686,62.6,30.1207,14.90196,885.903,183.2,1439.25,81.17647,449.617,0.9959775,30.5,68,6.496622,8.59375,0.457758,42.25324,0.3066455,137.7918,31.26321
10.98039,11.76471,62.6,29.8254,12.54902,885.903,183.2,1410,81.17647,459.7696,1.000003,36.5,68,5.610719,8.59375,0.298998,41.63187,0.1993744,208.8125,31.29764
10.58823,11.76471,62.6,29.8254,12.15686,885.903,183.2,1359.5,83.92157,478.6245,1.000003,35.5,68,5.315418,8.59375,0.271215,41.0105,0.1801204,227.6838,31.32075
10.19608,11.37255,62.6,29.8254,12.15686,885.903,183.2,1324.25,83.92157,484.4261,1.000003,35.5,68,5.610719,8.59375,0.268569,40.38913,0.1783631,226.4433,31.35388
10.19608,11.37255,62.6,29.8254,12.15686,885.903,183.2,1246.25,83.92157,493.1283,1.000003,35,69.8,5.610719,8.59375,0.247401,38.52501,0.1643049,234.4727,31.387
10.19608,11.37255,62.6,29.8254,12.94118,885.903,183.2,1121.75,83.92157,503.2809,1.000003,34.5,69.8,5.90602,8.59375,0.235494,36.03953,0.1563972,230.4359,31.41293
10.58823,11.37255,62.6,29.8254,13.33333,885.903,183.2,1427.5,83.92157,509.0825,1.000003,38,69.8,5.020117,8.59375,0.207711,32.3113,0.1379459,234.2318,31.43683
10.58823,11.76471,62.6,29.8254,12.15686,885.903,183.2,1357.25,83.92157,519.2351,1.000003,35,69.8,5.315418,8.59375,0.287091,30.44719,0.190664,159.6903,31.45839
10.19608,11.37255,62.6,29.8254,12.15686,885.903,183.2,1224.75,83.92157,519.2351,1.000003,34.5,69.8,5.315418,8.59375,0.256662,27.9617,0.1704554,164.0412,31.47761
10.19608,10.98039,62.6,29.8254,12.94118,885.903,183.2,1022,83.92157,527.9374,1.000003,34,69.8,6.201321,8.59375,0.22491,24.23348,0.1493681,162.2399,31.4955
10.98039,10.98039,62.6,29.8254,14.11765,885.903,183.2,1140.5,83.92157,533.7389,1.000003,36.5,69.8,5.90602,8.59375,0.206388,19.26251,0.1370672,140.5333,31.50872
10.98039,10.58823,62.6,29.8254,17.2549,885.903,183.2,789.25,83.92157,409.0064,1.000003,-1,69.8,10.33554,8.59375,0.191835,14.29154,0.1274022,112.1765,31.5178
20,17.2549,62.6,29.8254,46.66667,1497.176,183.2,1032,93.33334,910.837,0.9055145,27.5,71.6,27.16769,4.6875,0.247401,9.941939,0.1643049,60.50907,31.52222
43.92157,22.7451,62.6,29.8254,49.80392,2288.583,183.2,1531,93.33334,1103.737,0.9018545,28,71.6,26.28179,4.6875,1.580985,10.56331,1.159533,9.109972,31.49682
36.47059,18.82353,62.6,29.8254,40.39216,1724.558,183.2,1315,93.33334,757.097,0.9004515,26.5,71.6,18.89926,4.6875,1.405026,11.80605,1.034662,11.41054,31.47897
23.92157,12.15686,62.6,29.8254,27.05882,909.5271,183.2,1010.25,93.33334,468.4719,0.9044775,26,71.6,11.22144,4.6875,0.600642,13.04879,0.4430024,29.45536,31.47882
16.47059,12.94118,62.6,29.8254,21.96078,885.903,183.2,996.25,93.33334,419.1591,0.996069,34.5,69.8,16.24155,4.6875,0.429975,12.42742,0.3157156,39.36271,31.48077
29.01961,17.2549,62.6,29.8254,36.07843,1479.458,183.2,1245.75,93.33334,751.2955,0.9936595,26,69.8,20.96637,4.6875,0.984312,12.42742,0.6562874,18.93595,31.47434
27.45098,13.33333,62.6,29.8254,31.76471,1104.426,183.2,1094,93.33334,503.2809,0.994178,15,69.8,13.58385,4.6875,0.526554,13.04879,0.3519298,37.07784,31.47558
13.72549,9.411765,62.6,29.8254,16.07843,885.903,183.2,849.25,93.33334,443.8155,0.9960385,13,69.8,8.563729,8.59375,0.104517,13.04879,0.06981897,186.8947,31.48275
13.72549,12.15686,62.6,29.8254,23.13725,885.903,183.2,680.25,93.33334,424.9606,0.9960385,9,69.8,10.33554,8.59375,0.312228,13.04879,0.2081835,62.67928,31.48736
14.11765,11.76471,62.6,29.8254,23.52941,885.903,183.2,653.5,93.33334,443.8155,0.995886,11.5,69.8,10.92614,8.59375,0.247401,10.56331,0.164959,64.03597,31.49153
20.39216,12.54902,62.6,29.8254,34.5098,965.6343,183.2,674.25,93.33334,453.9681,0.9962215,4,69.8,11.81204,8.59375,0.456435,8.077826,0.3043827,26.53838,31.49066
21.96078,13.72549,62.6,29.8254,38.82353,1128.05,183.2,652.25,93.33334,578.7006,0.9962215,1,69.8,14.17445,8.59375,0.426006,4.97097,0.2839949,17.50373,31.48725
23.52941,12.54902,62.6,29.8254,37.64706,1098.52,183.2,682.5,93.33334,572.899,0.9964045,-0.5,71.6,13.87915,8.59375,0.402192,3.106856,0.2681194,11.58758,31.48309
24.31373,12.94118,62.6,29.8254,37.64706,1125.097,183.2,746.5,93.33334,572.899,0.9965265,13,71.6,14.46975,4.6875,0.558306,2.485485,0.3721237,6.67919,31.47543
25.09804,14.11765,62.6,29.8254,34.11765,1166.439,183.2,953,93.33334,562.7464,0.996008,20.5,71.6,16.24155,4.6875,0.549045,3.106856,0.3659062,8.490853,31.46964
24.70588,14.5098,62.6,29.8254,32.54902,1169.392,183.2,1093,93.33334,593.2043,0.995947,23,71.6,16.24155,4.6875,0.677376,4.349598,0.4516663,9.630116,31.46194
24.70588,14.90196,62.6,29.8254,30.58824,1154.627,183.2,1219.75,93.33334,593.2043,0.99491,23.5,71.6,15.35565,4.6875,0.706482,5.592341,0.4711027,11.87075,31.45394
23.52941,14.90196,62.6,29.8254,27.84314,1089.661,183.2,1368,93.33334,527.9374,0.994727,37,71.6,14.76505,4.6875,0.746172,6.213712,0.4980877,12.47514,31.44663
23.92157,15.68627,62.6,29.8254,27.05882,1122.144,183.2,1490,93.33334,558.3953,0.994178,31.5,71.6,13.58385,4.6875,0.82026,6.835083,0.547644,12.48089,31.43904
21.96078,14.90196,62.6,29.8254,23.92157,962.6813,183.2,1398.5,93.33334,433.6628,0.9952455,26.5,71.6,10.04023,4.6875,0.758079,8.077826,0.5064085,15.9512,31.43275
15.68627,13.72549,62.6,29.8254,18.03922,885.903,183.2,1408.5,89.41177,429.3117,0.9961605,40.5,71.6,9.154331,4.6875,0.509355,8.077826,0.3398921,23.76586,31.43086
15.68627,13.72549,62.6,29.8254,18.03922,885.903,183.2,1425,89.41177,433.6628,0.9960995,42,71.6,9.154331,4.6875,0.54243,8.077826,0.3616305,22.33723,31.42802
16.07843,13.72549,62.6,29.8254,18.43137,885.903,183.2,1430.25,89.41177,443.8155,0.996069,39.5,71.6,10.04023,4.6875,0.533169,8.077826,0.3554781,22.72383,31.42612
19.21569,14.5098,62.6,29.8254,22.35294,936.1042,183.2,1521.75,89.41177,449.617,0.996374,34.5,71.6,10.92614,4.6875,0.67473,8.077826,0.4498744,17.95574,31.42179
18.82353,14.5098,62.6,29.8254,20.78431,936.1042,183.2,1599.75,89.41177,459.7696,0.995276,24,71.6,10.04023,4.6875,0.680022,9.320568,0.453264,20.56322,31.41795
18.43137,13.33333,62.6,29.8254,24.70588,897.715,183.2,1006.75,89.41177,433.6628,0.9957335,29.5,71.6,12.99324,4.6875,0.817614,9.941939,0.5455763,18.22282,31.41167
18.43137,12.94118,62.6,29.8254,24.70588,888.856,183.2,1027.5,89.41177,449.617,0.995581,35,71.6,12.99324,4.6875,0.424683,10.56331,0.2832516,37.29303,31.41267
16.07843,10.98039,62.6,29.8254,19.60784,885.903,183.2,1046.25,89.41177,453.9681,0.995642,39.5,71.6,10.33554,4.6875,0.142884,10.56331,0.09531421,110.8262,31.41852
14.90196,12.15686,62.6,29.8254,20,885.903,183.2,1037.25,89.41177,449.617,0.9955505,36.5,71.6,10.33554,4.6875,0.345303,10.56331,0.2303286,45.86192,31.42108
15.29412,12.94118,62.6,29.8254,20.39216,885.903,183.2,1020.5,89.41177,443.8155,0.9954895,38.5,71.6,12.40264,4.6875,0.350595,10.56331,0.23388,45.16551,31.42368
20.39216,12.94118,62.6,29.8254,27.45098,962.6813,183.2,997,93.33334,468.4719,0.9955505,33,71.6,14.17445,4.6875,0.457758,10.56331,0.3053866,34.58996,31.42416
17.64706,9.803922,62.6,29.8254,20,885.903,183.2,1017,93.33334,464.1208,0.9955505,39.5,71.6,10.04023,4.6875,0.301644,9.941939,0.2012251,49.40706,31.42685
13.33333,11.76471,62.6,29.8254,17.64706,885.903,183.2,985,93.33334,433.6628,0.9954895,28,71.6,8.563729,8.59375,0.259308,9.941939,0.1729829,57.47352,31.42994
11.37255,11.37255,62.6,29.8254,17.2549,885.903,183.2,777,93.33334,443.8155,0.995459,12.5,71.6,8.563729,8.59375,0.263277,9.941939,0.1756414,56.60362,31.43352
14.90196,11.37255,62.6,29.8254,23.52941,885.903,183.2,670,93.33334,433.6628,0.9957335,9,71.6,9.449632,8.59375,0.320166,9.941939,0.2136006,46.54453,31.43551
13.72549,11.37255,62.6,29.8254,23.52941,885.903,183.2,656.5,93.33334,424.9606,0.995581,13.5,71.6,10.33554,8.59375,0.247401,8.699197,0.1650095,52.71936,31.43819
15.29412,11.76471,62.6,29.8254,24.70588,885.903,183.2,650.25,93.33334,429.3117,0.995703,9.5,71.6,10.92614,8.59375,0.267246,7.456454,0.1782729,41.82607,31.43938
16.07843,11.76471,62.6,29.8254,27.05882,885.903,183.2,684,93.33334,449.617,0.995703,19,71.6,11.81204,4.6875,0.29106,6.213712,0.1941348,32.0072,31.43936
