Time (sec),Absolute load value (%),Absolute throttle position (%),Ambient air temperature (F),Barometric pressure (inHg),Calculated load value (%),Commanded fuel rail pressure A (inHg),Engine coolant temperature (F),Engine RPM (RPM),Fuel level input (%),Fuel rail pressure (psi),Fuel/Air commanded equivalence ratio,Intake air temperature (F),Intake manifold absolute pressure (inHg),Long term fuel % trim - Bank 1 (%),Mass air flow rate (lb/min),Vehicle speed (MPH),Fuel rate (gal/hr),Instant fuel economy (MPG)
906.238,62.7451,27.45098,62.6,29.8254,64.31373,3694.216,183.2,2444.5,63.92157,1856.483,0.99247,69.8,25.69119,7.8125,3.495366,21.74799,2.333026,9.321795
907.391,72.54902,34.90196,62.6,30.1207,85.88235,4411.797,183.2,1997,63.92157,2114.65,0.9923785,68,29.8254,7.8125,4.126437,24.85485,2.761268,9.001245
908.29,89.41177,46.27451,62.6,30.1207,98.43137,4429.515,183.2,2175.25,63.92157,2145.108,0.9935375,68,29.2348,7.8125,4.338117,28.58307,2.903184,9.845423
909.317,83.52941,32.54902,62.6,30.1207,84.70588,4429.515,183.2,2350,63.92157,2208.925,0.9914025,68,24.80528,7.8125,4.832919,31.06856,3.230546,9.617124
910.45,64.31373,30.58824,62.6,30.1207,87.05882,4429.515,183.2,1804,63.92157,1847.781,0.9912195,68,29.2348,7.8125,3.933279,34.17542,2.634847,12.97055
911.663,85.88235,41.17647,62.6,30.1207,94.11765,3871.396,183.2,1820.5,74.5098,1390.912,0.993629,68,26.87239,7.8125,4.324887,36.03953,2.897715,12.43723
913.029,38.43137,20.78431,62.6,30.1207,39.60784,1934.222,183.2,1876.25,74.5098,939.8445,0.9915855,68,27.46299,7.8125,2.096955,37.90364,1.401572,27.04366
914.161,46.66667,23.13725,62.6,30.1207,51.76471,2238.382,183.2,1367.25,74.5098,1083.432,0.99186,68,27.75829,7.8125,1.897182,38.52501,1.27066,30.31889
915.55,42.35294,22.35294,62.6,30.1207,49.80392,2170.462,183.2,1374,74.5098,1034.119,0.9914025,68,26.87239,7.8125,1.463238,39.14639,0.97975,39.95548
916.776,28.62745,10.58823,62.6,30.1207,30.19608,992.2114,183.2,1358.25,74.5098,439.4644,0.990701,68,9.449632,7.8125,0.762048,39.14639,0.510485,76.68469
917.896,11.76471,11.76471,62.6,30.1207,12.94118,885.903,183.2,1290.75,74.5098,459.7696,1.000003,68,5.610719,8.59375,0.256662,39.14639,0.1720559,227.5213
919.112,10.19608,11.37255,62.6,30.1207,12.54902,885.903,183.2,1223.75,74.5098,478.6245,1.000003,68,5.610719,8.59375,0.25137,38.52501,0.1669408,230.7704
920.477,10.19608,11.37255,62.6,30.1207,13.33333,885.903,183.2,1132.75,74.5098,498.9298,1.000003,68,5.90602,8.59375,0.226233,35.41816,0.1502468,235.7333
921.905,10.98039,11.76471,62.6,30.1207,12.54902,885.903,183.2,1358,74.5098,513.4336,1.000003,69.8,5.020117,7.8125,0.201096,31.06856,0.1335527,232.6315
922.957,13.33333,15.29412,62.6,30.1207,19.60784,939.0572,183.2,1396.75,74.5098,484.4261,0.9052095,69.8,20.67107,7.8125,0.836136,28.58307,0.555298,51.4734
924.536,56.86274,29.41176,62.6,30.1207,86.66666,2917.574,183.2,1500.5,78.03922,1470.683,0.9020375,69.8,29.2348,7.8125,1.873368,28.58307,1.374436,20.79621
925.49,86.27451,41.96078,62.6,30.1207,98.43137,3224.687,183.2,1597.25,78.03922,1649.079,0.9883525,69.8,30.1207,7.8125,4.007367,31.06856,2.950429,10.53018
926.975,85.4902,45.4902,62.6,30.1207,79.60784,3257.17,183.2,1692.75,78.03922,1380.759,0.996984,68,26.57709,7.8125,4.490262,33.55404,3.017244,11.12076
928.327,52.54902,25.4902,62.6,30.1207,60.39216,2740.393,183.2,1777,78.03922,1282.134,0.9935375,68,26.28179,7.8125,2.295405,35.41816,1.52905,23.1635
929.533,32.94118,16.47059,62.6,30.1207,30.98039,1482.411,183.2,1686,78.03922,730.9902,0.992592,68,20.37577,7.8125,1.312416,36.6609,0.8772794,41.78931
930.586,31.37255,17.64706,62.6,30.1207,37.64706,1683.216,183.2,1316.5,78.03922,810.7609,0.9916465,68,24.50998,7.8125,1.262142,36.6609,0.8444776,43.41252
931.711,26.66667,16.47059,62.6,30.1207,32.54902,1275.7,183.2,1277.75,78.03922,622.2119,0.9933545,68,18.30866,7.8125,0.559629,36.6609,0.3747952,97.81583
932.8,26.66667,15.68627,62.6,30.1207,32.15686,1317.042,183.2,1272,78.03922,761.4481,0.9934155,68,24.50998,7.8125,0.862596,36.6609,0.5767052,63.56957
934.574,32.54902,17.64706,62.6,30.1207,38.82353,1588.719,183.2,1275.5,78.03922,781.7534,0.991128,68,24.80528,7.8125,1.055754,36.6609,0.7058014,51.94224
935.931,33.72549,18.82353,62.6,30.1207,40.39216,1757.041,183.2,1284.25,78.03922,894.8828,0.991067,68,27.46299,7.8125,1.140426,36.6609,0.7641666,47.97501
937.286,38.43137,21.96078,62.6,30.1207,46.27451,1969.658,185,1300,67.45098,944.1957,0.9912805,68,27.46299,7.8125,1.266111,37.28227,0.8484367,43.94231
938.26,40,23.13725,62.6,30.1207,47.45098,1948.987,185,1305,67.45098,960.1498,0.991372,68,27.16769,7.8125,1.285956,37.90364,0.8615495,43.99474
939.369,32.15686,12.15686,62.6,30.1207,32.94118,1275.7,185,1303,67.45098,552.5938,0.990823,68,14.76505,7.8125,0.825552,37.90364,0.5530424,68.53659
940.612,23.13725,15.29412,62.6,30.1207,27.45098,1101.473,185,1304.75,67.45098,543.8915,0.994483,68,14.46975,4.6875,0.764694,37.90364,0.5125571,73.95008
941.709,25.88235,18.43137,62.6,30.1207,32.54902,1423.351,185,1323,67.45098,845.57,0.994239,69.8,27.46299,4.6875,0.730296,37.90364,0.4876994,77.71927
942.616,35.68628,20.39216,62.6,30.1207,42.35294,1819.054,185,1325,67.45098,919.5392,0.990884,69.8,25.69119,4.6875,1.231713,37.90364,0.8227529,46.06929
943.894,35.68628,18.82353,62.6,30.1207,40.78431,1618.25,185,1310.75,67.45098,722.288,0.990945,69.8,14.46975,4.6875,1.197315,38.52501,0.8024838,48.00722
945.663,20,14.5098,62.6,30.1207,23.52941,939.0572,185,1305.25,67.45098,459.7696,0.99552,69.8,12.69794,4.6875,0.693252,37.90364,0.464614,81.58094
946.94,20.39216,14.5098,62.6,29.8254,24.31373,989.2584,185,1288,67.45098,484.4261,0.9953065,69.8,13.87915,4.6875,0.695898,37.90364,0.464244,81.64596
947.933,21.56863,14.90196,62.6,30.1207,25.88235,1018.788,185,1279.75,67.45098,498.9298,0.9950015,69.8,14.46975,4.6875,0.668115,37.28227,0.4458051,83.62907
949.003,18.82353,13.33333,62.6,30.1207,21.56863,909.5271,185,1267.25,89.41177,464.1208,0.995703,69.8,14.17445,4.6875,0.641655,36.6609,0.4282807,85.60017
949.882,28.62745,19.21569,62.6,30.1207,36.86274,1582.813,185,1284.5,89.41177,791.9061,0.992226,69.8,24.50998,4.6875,1.215837,36.6609,0.810954,45.20713
951.277,30.98039,17.64706,62.6,30.1207,38.03922,1603.484,185,1283.25,89.41177,781.7534,0.9909145,69.8,21.55697,4.6875,0.898317,36.6609,0.6012702,60.97242
952.585,21.96078,14.90196,62.6,30.1207,26.27451,1021.741,185,1276.5,89.41177,498.9298,0.9947575,69.8,13.87915,4.6875,0.375732,37.28227,0.2518214,148.0504
953.655,21.56863,14.90196,62.6,30.1207,25.88235,1015.835,185,1266.75,89.41177,493.1283,0.9949405,69.8,13.87915,4.6875,0.726327,36.6609,0.484915,75.60273
954.882,21.56863,13.72549,62.6,30.1207,21.56863,885.903,185,1260.25,89.41177,459.7696,0.995032,69.8,9.449632,4.6875,0.683991,36.6609,0.4565664,80.29697
955.856,17.2549,14.11765,62.6,30.1207,22.35294,912.4801,185,1247.75,89.41177,433.6628,0.9956725,69.8,14.17445,4.6875,0.911547,36.6609,0.6084049,60.2574
956.768,32.94118,25.09804,62.6,29.8254,47.45098,2235.428,185,1285.75,89.41177,1302.439,0.9906095,69.8,28.6442,4.6875,2.216025,36.03953,1.478117,24.38205
957.748,64.70588,39.21569,62.6,30.1207,58.82353,2341.737,185,1273.5,89.41177,1118.241,0.994666,69.8,20.08047,4.6875,2.374785,36.6609,1.592108,23.02664
958.896,34.11765,25.88235,62.6,30.1207,63.52941,2583.884,185,1327.25,89.41177,1316.943,0.991006,69.8,28.9395,4.6875,1.551879,37.28227,1.036171,35.98082
960.27,68.23529,27.84314,62.6,30.1207,84.31373,2672.474,183.2,1363.5,81.17647,1296.637,0.994239,68,29.2348,7.8125,2.173689,37.90364,1.456706,26.02011
961.343,83.92157,38.82353,62.6,30.1207,97.64706,2769.923,183.2,1397,81.17647,1356.103,0.994605,68,28.9395,7.8125,3.06936,39.14639,2.050254,19.09343
962.354,69.01961,33.72549,62.6,30.1207,69.80392,2699.051,183.2,1421.5,81.17647,1216.867,0.9937815,68,26.57709,4.6875,2.021544,41.0105,1.349843,30.38168
963.449,45.88235,23.52941,62.6,30.1207,53.72549,2394.891,183.2,1440.25,81.17647,1157.401,0.9925615,68,25.39589,4.6875,1.686825,41.0105,1.127275,36.38021
964.674,33.72549,18.03922,62.6,30.1207,38.43137,1668.451,183.2,1435,81.17647,825.2647,0.9907315,68,24.80528,4.6875,1.115289,41.63187,0.7462437,55.78857
965.582,41.17647,23.52941,62.6,30.1207,48.62745,2244.288,183.2,1453.5,81.17647,1113.89,0.9908535,68,27.46299,4.6875,1.74636,41.63187,1.170654,35.56292
967.046,44.31372,23.13725,62.6,29.8254,50.58823,2335.831,183.2,1476.25,81.17647,1192.21,0.991982,68,28.05359,4.6875,1.551879,42.25324,1.040157,40.62197
968.22,40,17.64706,62.6,30.1207,33.33333,1343.62,183.2,1471,81.17647,519.2351,0.9914025,68,12.99324,4.6875,1.426194,42.87461,0.9548287,44.90294
969.465,15.29412,12.15686,62.6,30.1207,14.90196,885.903,183.2,1439.25,81.17647,449.617,0.9959775,68,6.496622,8.59375,0.457758,42.25324,0.3066455,137.7918
970.326,10.98039,11.76471,62.6,29.8254,12.54902,885.903,183.2,1410,81.17647,459.7696,1.000003,68,5.610719,8.59375,0.298998,41.63187,0.1993744,208.8125
971.565,10.58823,11.76471,62.6,29.8254,12.15686,885.903,183.2,1359.5,83.92157,478.6245,1.000003,68,5.315418,8.59375,0.271215,41.0105,0.1801204,227.6838
972.857,10.19608,11.37255,62.6,29.8254,12.15686,885.903,183.2,1324.25,83.92157,484.4261,1.000003,68,5.610719,8.59375,0.268569,40.38913,0.1783631,226.4433
973.769,10.19608,11.37255,62.6,29.8254,12.15686,885.903,183.2,1246.25,83.92157,493.1283,1.000003,69.8,5.610719,8.59375,0.247401,38.52501,0.1643049,234.4727
975.06,10.19608,11.37255,62.6,29.8254,12.94118,885.903,183.2,1121.75,83.92157,503.2809,1.000003,69.8,5.90602,8.59375,0.235494,36.03953,0.1563972,230.4359
976.23,10.58823,11.37255,62.6,29.8254,13.33333,885.903,183.2,1427.5,83.92157,509.0825,1.000003,69.8,5.020117,8.59375,0.207711,32.3113,0.1379459,234.2318
977.341,10.58823,11.76471,62.6,29.8254,12.15686,885.903,183.2,1357.25,83.92157,519.2351,1.000003,69.8,5.315418,8.59375,0.287091,30.44719,0.190664,159.6903
978.483,10.19608,11.37255,62.6,29.8254,12.15686,885.903,183.2,1224.75,83.92157,519.2351,1.000003,69.8,5.315418,8.59375,0.256662,27.9617,0.1704554,164.0412
979.68,10.19608,10.98039,62.6,29.8254,12.94118,885.903,183.2,1022,83.92157,527.9374,1.000003,69.8,6.201321,8.59375,0.22491,24.23348,0.1493681,162.2399
980.859,10.98039,10.98039,62.6,29.8254,14.11765,885.903,183.2,1140.5,83.92157,533.7389,1.000003,69.8,5.90602,8.59375,0.206388,19.26251,0.1370672,140.5333
982.064,10.98039,10.58823,62.6,29.8254,17.2549,885.903,183.2,789.25,83.92157,409.0064,1.000003,69.8,10.33554,8.59375,0.191835,14.29154,0.1274022,112.1765
983.308,20,17.2549,62.6,29.8254,46.66667,1497.176,183.2,1032,93.33334,910.837,0.9055145,71.6,27.16769,4.6875,0.247401,9.941939,0.1643049,60.50907
984.365,43.92157,22.7451,62.6,29.8254,49.80392,2288.583,183.2,1531,93.33334,1103.737,0.9018545,71.6,26.28179,4.6875,1.580985,10.56331,1.159533,9.109972
985.532,36.47059,18.82353,62.6,29.8254,40.39216,1724.558,183.2,1315,93.33334,757.097,0.9004515,71.6,18.89926,4.6875,1.405026,11.80605,1.034662,11.41054
986.588,23.92157,12.15686,62.6,29.8254,27.05882,909.5271,183.2,1010.25,93.33334,468.4719,0.9044775,71.6,11.22144,4.6875,0.600642,13.04879,0.4430024,29.45536
987.622,16.47059,12.94118,62.6,29.8254,21.96078,885.903,183.2,996.25,93.33334,419.1591,0.996069,69.8,16.24155,4.6875,0.429975,12.42742,0.3157156,39.36271
988.48,29.01961,17.2549,62.6,29.8254,36.07843,1479.458,183.2,1245.75,93.33334,751.2955,0.9936595,69.8,20.96637,4.6875,0.984312,12.42742,0.6562874,18.93595
989.369,27.45098,13.33333,62.6,29.8254,31.76471,1104.426,183.2,1094,93.33334,503.2809,0.994178,69.8,13.58385,4.6875,0.526554,13.04879,0.3519298,37.07784
990.266,13.72549,9.411765,62.6,29.8254,16.07843,885.903,183.2,849.25,93.33334,443.8155,0.9960385,69.8,8.563729,8.59375,0.104517,13.04879,0.06981897,186.8947
991.301,13.72549,12.15686,62.6,29.8254,23.13725,885.903,183.2,680.25,93.33334,424.9606,0.9960385,69.8,10.33554,8.59375,0.312228,13.04879,0.2081835,62.67928
992.144,14.11765,11.76471,62.6,29.8254,23.52941,885.903,183.2,653.5,93.33334,443.8155,0.995886,69.8,10.92614,8.59375,0.247401,10.56331,0.164959,64.03597
993.254,20.39216,12.54902,62.6,29.8254,34.5098,965.6343,183.2,674.25,93.33334,453.9681,0.9962215,69.8,11.81204,8.59375,0.456435,8.077826,0.3043827,26.53838
994.211,21.96078,13.72549,62.6,29.8254,38.82353,1128.05,183.2,652.25,93.33334,578.7006,0.9962215,69.8,14.17445,8.59375,0.426006,4.97097,0.2839949,17.50373
995.367,23.52941,12.54902,62.6,29.8254,37.64706,1098.52,183.2,682.5,93.33334,572.899,0.9964045,71.6,13.87915,8.59375,0.402192,3.106856,0.2681194,11.58758
996.23,24.31373,12.94118,62.6,29.8254,37.64706,1125.097,183.2,746.5,93.33334,572.899,0.9965265,71.6,14.46975,4.6875,0.558306,2.485485,0.3721237,6.67919
997.281,25.09804,14.11765,62.6,29.8254,34.11765,1166.439,183.2,953,93.33334,562.7464,0.996008,71.6,16.24155,4.6875,0.549045,3.106856,0.3659062,8.490853
998.412,24.70588,14.5098,62.6,29.8254,32.54902,1169.392,183.2,1093,93.33334,593.2043,0.995947,71.6,16.24155,4.6875,0.677376,4.349598,0.4516663,9.630116
999.41,24.70588,14.90196,62.6,29.8254,30.58824,1154.627,183.2,1219.75,93.33334,593.2043,0.99491,71.6,15.35565,4.6875,0.706482,5.592341,0.4711027,11.87075
1000.434,23.52941,14.90196,62.6,29.8254,27.84314,1089.661,183.2,1368,93.33334,527.9374,0.994727,71.6,14.76505,4.6875,0.746172,6.213712,0.4980877,12.47514
1001.42,23.92157,15.68627,62.6,29.8254,27.05882,1122.144,183.2,1490,93.33334,558.3953,0.994178,71.6,13.58385,4.6875,0.82026,6.835083,0.547644,12.48089
1002.439,21.96078,14.90196,62.6,29.8254,23.92157,962.6813,183.2,1398.5,93.33334,433.6628,0.9952455,71.6,10.04023,4.6875,0.758079,8.077826,0.5064085,15.9512
1003.544,15.68627,13.72549,62.6,29.8254,18.03922,885.903,183.2,1408.5,89.41177,429.3117,0.9961605,71.6,9.154331,4.6875,0.509355,8.077826,0.3398921,23.76586
1004.411,15.68627,13.72549,62.6,29.8254,18.03922,885.903,183.2,1425,89.41177,433.6628,0.9960995,71.6,9.154331,4.6875,0.54243,8.077826,0.3616305,22.33723
1005.347,16.07843,13.72549,62.6,29.8254,18.43137,885.903,183.2,1430.25,89.41177,443.8155,0.996069,71.6,10.04023,4.6875,0.533169,8.077826,0.3554781,22.72383
1006.36,19.21569,14.5098,62.6,29.8254,22.35294,936.1042,183.2,1521.75,89.41177,449.617,0.996374,71.6,10.92614,4.6875,0.67473,8.077826,0.4498744,17.95574
1007.509,18.82353,14.5098,62.6,29.8254,20.78431,936.1042,183.2,1599.75,89.41177,459.7696,0.995276,71.6,10.04023,4.6875,0.680022,9.320568,0.453264,20.56322
1008.412,18.43137,13.33333,62.6,29.8254,24.70588,897.715,183.2,1006.75,89.41177,433.6628,0.9957335,71.6,12.99324,4.6875,0.817614,9.941939,0.5455763,18.22282
1009.425,18.43137,12.94118,62.6,29.8254,24.70588,888.856,183.2,1027.5,89.41177,449.617,0.995581,71.6,12.99324,4.6875,0.424683,10.56331,0.2832516,37.29303
1010.401,16.07843,10.98039,62.6,29.8254,19.60784,885.903,183.2,1046.25,89.41177,453.9681,0.995642,71.6,10.33554,4.6875,0.142884,10.56331,0.09531421,110.8262
1011.425,14.90196,12.15686,62.6,29.8254,20,885.903,183.2,1037.25,89.41177,449.617,0.9955505,71.6,10.33554,4.6875,0.345303,10.56331,0.2303286,45.86192
1012.251,15.29412,12.94118,62.6,29.8254,20.39216,885.903,183.2,1020.5,89.41177,443.8155,0.9954895,71.6,12.40264,4.6875,0.350595,10.56331,0.23388,45.16551
1013.227,20.39216,12.94118,62.6,29.8254,27.45098,962.6813,183.2,997,93.33334,468.4719,0.9955505,71.6,14.17445,4.6875,0.457758,10.56331,0.3053866,34.58996
1014.163,17.64706,9.803922,62.6,29.8254,20,885.903,183.2,1017,93.33334,464.1208,0.9955505,71.6,10.04023,4.6875,0.301644,9.941939,0.2012251,49.40706
1015.215,13.33333,11.76471,62.6,29.8254,17.64706,885.903,183.2,985,93.33334,433.6628,0.9954895,71.6,8.563729,8.59375,0.259308,9.941939,0.1729829,57.47352
1016.053,11.37255,11.37255,62.6,29.8254,17.2549,885.903,183.2,777,93.33334,443.8155,0.995459,71.6,8.563729,8.59375,0.263277,9.941939,0.1756414,56.60362
1017.022,14.90196,11.37255,62.6,29.8254,23.52941,885.903,183.2,670,93.33334,433.6628,0.9957335,71.6,9.449632,8.59375,0.320166,9.941939,0.2136006,46.54453
1017.861,13.72549,11.37255,62.6,29.8254,23.52941,885.903,183.2,656.5,93.33334,424.9606,0.995581,71.6,10.33554,8.59375,0.247401,8.699197,0.1650095,52.71936
1018.831,15.29412,11.76471,62.6,29.8254,24.70588,885.903,183.2,650.25,93.33334,429.3117,0.995703,71.6,10.92614,8.59375,0.267246,7.456454,0.1782729,41.82607
1019.645,16.07843,11.76471,62.6,29.8254,27.05882,885.903,183.2,684,93.33334,449.617,0.995703,71.6,11.81204,4.6875,0.29106,6.213712,0.1941348,32.0072
1020.489,24.31373,13.33333,62.6,29.8254,34.5098,1068.99,183.2,873.25,93.33334,578.7006,0.996191,71.6,17.12746,4.6875,0.54243,6.213712,0.3617967,17.1746
1021.357,29.01961,15.29412,62.6,29.8254,38.03922,1588.719,183.2,1149.5,93.33334,786.1046,0.9937205,71.6,22.44288,4.6875,0.760725,6.835083,0.5071492,13.47746
1022.363,29.01961,17.2549,62.6,29.8254,36.86274,1506.035,183.2,1220,73.33334,697.6315,0.9918905,71.6,17.71806,8.59375,0.907578,8.077826,0.6065553,13.31754
1023.194,17.64706,9.411765,62.6,29.8254,21.56863,885.903,183.2,871.25,73.33334,464.1208,0.99552,71.6,8.563729,8.59375,0.130977,9.320568,0.08769644,106.2822
1024.077,12.15686,11.37255,62.6,29.8254,18.82353,885.903,183.2,708.5,73.33334,449.617,0.9956115,71.6,10.33554,8.59375,0.254016,8.077826,0.1694579,47.66863
1025.015,16.47059,11.76471,62.6,29.8254,26.66667,885.903,183.2,656,73.33334,429.3117,0.995764,71.6,10.92614,8.59375,0.308259,6.835083,0.2056253,33.24048
1025.965,16.47059,11.76471,62.6,29.8254,27.05882,885.903,183.2,656.25,73.33334,429.3117,0.9957335,71.6,10.63084,8.59375,0.306936,6.835083,0.2047114,33.38887
1026.884,16.07843,12.15686,62.6,29.8254,27.45098,885.903,183.2,649.25,73.33334,449.617,0.9957335,71.6,13.28854,8.59375,0.285768,6.213712,0.1905992,32.60093
1027.952,24.31373,12.94118,62.6,29.8254,40.39216,1166.439,183.2,638.25,73.33334,568.5479,0.995886,71.6,14.46975,8.59375,0.628425,4.97097,0.4191418,11.85987
1028.867,25.09804,12.94118,62.6,29.8254,42.7451,1243.217,183.2,617.75,73.33334,607.7081,0.9952455,71.6,15.06035,8.59375,0.435267,1.864114,0.2902664,6.422078
1029.893,23.52941,12.54902,62.6,29.8254,39.21569,1119.191,183.2,610.25,73.33334,543.8915,0.9952455,71.6,13.87915,8.59375,0.271215,0.6213712,0.1809815,3.433341
1030.777,22.7451,12.15686,62.6,29.8254,36.07843,942.0102,183.2,597,73.33334,498.9298,0.9952455,71.6,11.81204,8.59375,0.324135,0,0.2162949,0
1031.758,18.03922,11.76471,62.6,29.8254,30.19608,885.903,183.2,587.5,92.94118,424.9606,0.9952455,71.6,11.81204,8.59375,0.285768,0,0.1906927,0
1032.669,18.03922,11.76471,62.6,29.8254,30.58824,885.903,183.2,586.75,92.94118,429.3117,0.9952455,71.6,12.10734,8.59375,0.263277,0,0.1756845,0
1033.676,19.21569,14.5098,62.6,29.8254,38.03922,1104.426,183.2,562,92.94118,513.4336,0.9952455,73.4,11.81204,8.59375,0.30429,0,0.2030524,0
1034.645,18.03922,10.19608,62.6,29.8254,28.62745,885.903,183.2,594.75,92.94118,439.4644,0.9952455,73.4,10.92614,8.59375,0.280476,0,0.1871613,0
1035.544,16.86275,11.76471,62.6,29.8254,28.62745,885.903,183.2,605,92.94118,449.617,0.9952455,73.4,11.22144,8.59375,0.296352,0,0.1977554,0
1036.481,17.2549,11.76471,62.6,29.8254,28.62745,885.903,183.2,603.75,92.94118,429.3117,0.9952455,73.4,11.22144,8.59375,0.296352,0,0.1977554,0
1037.678,17.2549,11.76471,62.6,29.8254,29.01961,885.903,183.2,610.25,92.94118,424.9606,0.9952455,73.4,11.22144,8.59375,0.308259,0,0.2057009,0
1040.162,17.2549,11.76471,62.6,29.8254,28.62745,885.903,183.2,607.75,92.94118,429.3117,0.9952455,73.4,11.51674,8.59375,0.267246,0,0.178333,0
# StartTime = 05/18/2019 11:33:05.9363 AM,,,,,,,,,,,,,,,,,,
# FuelCalculationMethod = MassAirFlow,,,,,,,,,,,,,,,,,,
Time (sec),Absolute load value (%),Absolute throttle position (%),Ambient air temperature (F),Barometric pressure (inHg),Calculated load value (%),Commanded fuel rail pressure A (inHg),Engine coolant temperature (F),Engine RPM (RPM),Fuel level input (%),Fuel rail pressure (psi),Fuel/Air commanded equivalence ratio,Intake air temperature (F),Intake manifold absolute pressure (inHg),Long term fuel % trim - Bank 1 (%),Mass air flow rate (lb/min),Vehicle speed (MPH),Fuel rate (gal/hr),Instant fuel economy (MPG)
0,0,0,0,30.1207,32.54902,888.856,186.8,564.75,87.05882,443.8155,0,86,12.40264,5.46875,0,0,0,0
1.451,18.82353,11.76471,80.6,30.1207,32.15686,885.903,186.8,562.75,87.05882,429.3117,0.9952455,86,12.10734,5.46875,0.275184,0,0.18363,0
2.51,18.43137,11.76471,80.6,30.1207,31.76471,885.903,186.8,564.75,87.05882,424.9606,0.9952455,86,12.10734,5.46875,0.263277,0,0.1756845,0
3.962,18.43137,11.76471,80.6,29.8254,32.15686,885.903,186.8,561.25,87.05882,439.4644,0.9952455,86,12.40264,5.46875,0.244755,0,0.1633248,0
5.059,18.82353,11.76471,80.6,30.1207,32.15686,888.856,186.8,568.75,87.05882,449.617,0.9952455,86,12.40264,5.46875,0.25137,0,0.1677389,0
6.326,18.82353,11.76471,80.6,29.8254,32.54902,894.762,186.8,557.75,87.05882,453.9681,0.9952455,87.8,14.17445,5.46875,0.252693,0,0.1686218,0
7.359,28.23529,10.19608,80.6,29.8254,43.13726,1305.23,186.8,832.75,87.05882,726.639,0.9951845,87.8,18.89926,5.46875,0.453789,0,0.3028129,0
8.718,35.68628,19.21569,80.6,29.8254,45.4902,1842.678,186.8,1280.75,87.05882,910.837,0.991372,87.8,27.46299,8.59375,1.049139,1.242742,0.7001323,1.775011
9.887,41.96078,23.52941,80.6,29.8254,56.86274,2672.474,186.8,1888.25,87.05882,1475.034,0.991067,87.8,27.16769,8.59375,1.48176,5.592341,0.9926403,5.633804
11.064,47.84314,26.66667,80.6,30.1207,53.33333,2530.729,186.8,2177,87.05882,1237.172,0.9916465,84.2,27.16769,8.59375,2.501793,9.941939,1.676483,5.930237
11.772,60.39216,25.4902,80.6,29.8254,66.27451,2879.185,186.8,1547.5,87.05882,1327.095,0.9915245,84.2,26.57709,8.59375,2.471364,13.04879,1.655124,7.883878
13.495,23.13725,9.411765,80.6,29.8254,12.54902,885.903,186.8,1219.75,93.33334,429.3117,0.9928055,84.2,7.677826,5.46875,1.649781,14.91291,1.105029,13.4955
14.801,11.37255,16.47059,80.6,30.1207,31.76471,933.1512,186.8,737.5,93.33334,439.4644,0.9954285,84.2,12.10734,5.46875,0.220941,11.80605,0.147796,79.88071
16.423,17.64706,10.19608,80.6,30.1207,26.27451,885.903,186.8,672,93.33334,429.3117,0.996008,86,13.87915,8.59375,0.3969,8.077826,0.2648023,30.50512
17.63,42.35294,22.7451,80.6,30.1207,49.41177,2634.085,186.8,1645,93.33334,1564.957,0.9921345,86,27.46299,8.59375,2.188242,6.835083,1.459094,4.684472
18.69,62.7451,30.19608,80.6,30.1207,71.76471,3667.638,186.8,1921.75,93.33334,1931.903,0.9912195,86,27.46299,7.8125,2.892078,9.320568,1.935932,4.814512
19.992,62.7451,28.62745,80.6,30.1207,70.58823,3638.108,186.8,1869,93.33334,1831.827,0.991311,86,26.57709,7.8125,3.205629,13.67017,2.147801,6.364726
21.703,56.07843,27.05882,80.6,30.1207,34.11765,1692.075,186.8,1929.5,93.33334,765.7993,0.991311,82.4,15.94625,8.59375,2.775654,18.01976,1.859542,9.69043
22.598,20,10.98039,80.6,30.1207,18.82353,885.903,186.8,1455,93.33334,443.8155,0.9935985,82.4,6.496622,8.59375,0.281799,21.12662,0.1887905,111.9051
23.361,9.019608,11.76471,80.6,30.1207,13.33333,885.903,186.8,1333.25,93.33334,453.9681,1.000003,82.4,5.315418,5.46875,0.301644,20.50525,0.2016204,101.7023
24.094,10.19608,10.98039,80.6,30.1207,12.54902,885.903,186.8,1187.75,93.33334,464.1208,1.000003,82.4,5.610719,5.46875,0.207711,18.64114,0.1379459,135.1337
25.251,10.19608,11.37255,80.6,30.1207,13.33333,885.903,188.6,1119.75,93.33334,468.4719,1.000003,84.2,5.610719,5.46875,0.203742,17.39839,0.1353099,128.5818
26.723,10.58823,10.98039,80.6,30.1207,14.90196,885.903,188.6,938.75,93.33334,478.6245,1.000003,84.2,5.90602,5.46875,0.187866,14.91291,0.1247663,119.5267
27.519,12.54902,12.15686,80.6,30.1207,18.82353,885.903,188.6,877.75,93.33334,429.3117,0.905179,84.2,10.33554,8.59375,0.783216,13.04879,0.5201525,25.08648
28.878,19.60784,16.86275,80.6,29.8254,40,1500.129,188.6,958,93.33334,741.1428,0.90524,84.2,20.37577,8.59375,0.604611,12.42742,0.4436007,28.01489
30.205,34.90196,18.03922,80.6,30.1207,49.01961,1928.316,188.6,1121,93.33334,1023.966,0.9021595,84.2,28.05359,7.8125,0.941976,12.42742,0.6910775,17.98268
31.17,67.45098,26.66667,80.6,29.8254,72.94118,2746.299,188.6,1375.75,93.33334,1173.355,0.903227,84.2,17.12746,7.8125,2.627478,14.29154,1.934223,7.388776
